State,Policy_Date_Begin,Policy_Date_End,FamCapExist,FamCapExist_Notes,FamCapDate,FamCapDate_Notes,FamCapMonthChildExclu,FamCapMonthChildExclu_Notes,FamCapPrevExcluChild,FamCapPrevExcluChild_Notes,FamCapInclAfterXMonthsNonReceipt,FamCapInclAfterXMonthsNonReceipt_Notes,FamCapInclIfBornOrConceivedNonReceipt,FamCapInclIfBornOrConceivedNonReceipt_Notes,FamCapBenRedPerCappedChild,FamCapBenRedPerCappedChild_Notes,FamCapCappedChildInclElig,FamCapCappedChildInclElig_Notes,FamCapChildSupptIncExclu,FamCapChildSupptIncExclu_Notes,FamCapChildExemptIfNonconsensual,FamCapChildExemptIfNonconsensual_Notes,FamCapChildResidencyinUnitExempt,FamCapChildResidencyinUnitExempt_Notes,FamCapFirstChildtoMinorParExempt,FamCapFirstChildtoMinorParExempt_Notes,FamCapOtherExemptions,FamCapOtherExemptions_Notes,FamCapDatabookRecord,FamCapDatabookRecord_Notes,Notes
"West Virginia",1996/01/01,1996/12/31,No,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,"Yes, all",,
"West Virginia",1997/01/01,1997/12/31,No,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,"Yes, all",,
"West Virginia",1998/01/01,2013/12/31,No,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,"Yes, all",,
"West Virginia",2014/01/01,Ongoing,No,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,"Yes, all",,
Wisconsin,1996/01/01,1996/12/31,Yes,,01/01/1995,,10,,n.a.,,6,,conceived,,100,,Yes,,"Not in manual",,Yes,,No,,No,,n.a.,,No,,
Wisconsin,1996/01/01,1996/12/31,Yes,,07/01/1994,,10,"The child born from the pregnancy which initially allowed the minor parent to be eligible is not subject to the family cap.","Not in manual",,"Not in manual",,"Not in manual",,50,"Fifty percent applies to the first child subject to the family cap. There is no increase in benefits for any subsequent children.",Yes,,No,,"Not in manual",,"Not in manual",,Yes,"The child born from the pregnancy which initially allowed the minor parent to be eligible is not subject to the family cap.",n.a.,,No,,"Once a unit becomes part of the Parental and Family Responsibility Demonstration, the unit continues to be subjected to the rules of the waiver, unless the unit does not receive benefits for 36 consecutive months."
Wisconsin,1996/01/01,1996/12/31,Yes,,01/01/1996,,10,"When a birth occurs 10 months after project implementation or application for assistance for an ""on going case"". An on going case is defined as one which has been closed less than 6 continuous months in the last 16 months.",n.a.,,6,,conceived,,100,,Yes,,Yes,,Yes,,Yes,,Yes,,n.a.,,"Yes, all",,
Wisconsin,1997/01/01,1997/03/31,Yes,,01/01/1995,,10,,n.a.,,6,,conceived,,100,,Yes,,"Not in manual",,Yes,,No,,No,,n.a.,,No,,
Wisconsin,1997/01/01,1997/06/30,Yes,,07/01/1994,,10,"The child born from the pregnancy which initially allowed the minor parent to be eligible is not subject to the family cap.","Not in manual",,"Not in manual",,"Not in manual",,50,"Fifty percent applies to the first child subject to the family cap. There is no increase in benefits for any subsequent children.",Yes,,No,,"Not in manual",,"Not in manual",,Yes,"The child born from the pregnancy which initially allowed the minor parent to be eligible is not subject to the family cap.",n.a.,,No,,"Once a unit becomes part of the Parental and Family Responsibility Demonstration, the unit continues to be subjected to the rules of the waiver, unless the unit does not receive benefits for 36 consecutive months."
Wisconsin,1997/01/01,1997/08/31,Yes,,01/01/1996,,10,"When a birth occurs 10 months after project implementation or application for assistance for an ""on going case"". An on going case is defined as one which has been closed less than 6 continuous months in the last 16 months.",n.a.,,6,,conceived,,100,,Yes,,Yes,,Yes,,Yes,,Yes,,n.a.,,"Yes, all",,
Wisconsin,1997/03/01,1997/12/31,No,"WI provides a flat benefit regardless of family size.",n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,No,,
Wisconsin,1998/01/01,1998/12/31,No,"WI provides a flat benefit regardless of family size.",n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,"Yes, all",,
Wisconsin,1999/01/01,2013/12/31,No,"WI provides a flat benefit regardless of family size.",n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,"Yes, all",,
Wisconsin,2014/01/01,Ongoing,No,"WI provides a flat benefit regardless of family size.",n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,"Yes, all",,
Wyoming,1996/01/01,1996/12/31,No,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,"Yes, all",,
Wyoming,1997/01/01,1997/01/31,No,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,"Yes, all",,
Wyoming,1997/02/01,2008/09/30,Yes,,02/01/1997,,10,"10 months after first grant issued to the assistance unit.","Always Capped",,"Not in manual",,"Not in manual",,100,,Yes,,No,,"Not in manual",,"Not in manual",,"Not in manual",,"Not in manual",,"Yes, all",,"No individual can be added to the payment if s/he enters the unit ten months or more after initial qualification. The individual's income and resources will be counted, however."
Wyoming,2008/10/01,2013/12/31,No,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,"Yes, all",,
Wyoming,2014/01/01,Ongoing,No,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,"Yes, all",,
